rank,bgg_url,game_id,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,weight
"		3816							",https://boardgamegeek.com/boardgame/170202/floating-market,170202,2,5,45,30,45,2015,6.3375,5.6965,284,//cf.geekdo-images.com/images/pic2337868.png,13,Betting/Wagering* Dice Rolling* Worker Placement,738,Dice,1.5909
"		3844							",https://boardgamegeek.com/boardgame/68188/levee-en-masse,68188,1,1,30,30,30,2010,6.9197,5.69647,231,//cf.geekdo-images.com/images/pic689220.jpg,13,Action Point Allowance System* Campaign / Battle Card Driven* Dice Rolling* Point to Point Movement,366,Napoleonic* Political* Wargame,1.6875
"		3858							",https://boardgamegeek.com/boardgame/793/yahtzee-deluxe-poker,793,2,6,20,20,20,1994,6.07461,5.69646,465,//cf.geekdo-images.com/images/pic241958.jpg,12,Auction/Bidding* Betting/Wagering* Dice Rolling* Press Your Luck,1018,Dice,1.3208
"		3845							",https://boardgamegeek.com/boardgame/867/morisi,867,2,4,45,45,45,2000,6.50929,5.69644,226,//cf.geekdo-images.com/images/pic296589.jpg,10,Modular Board* Route/Network Building,330,Transportation,2.1
"		3886							",https://boardgamegeek.com/boardgame/158970/nautilus-industries,158970,2,6,60,60,60,2015,7.01643,5.69644,140,//cf.geekdo-images.com/images/pic2087108.jpg,8,Commodity Speculation* Modular Board* Stock Holding,403,Economic* Nautical,2.4167
"		3836							",https://boardgamegeek.com/boardgame/144632/city-council,144632,2,5,60,60,60,2013,6.31573,5.69641,315,//cf.geekdo-images.com/images/pic1713885.jpg,12,Tile Placement* Voting* Worker Placement,636,City Building* Negotiation* Political,3.0263
"		3862							",https://boardgamegeek.com/boardgame/3711/flight-leader,3711,2,8,90,90,90,1986,6.15123,5.69637,513,//cf.geekdo-images.com/images/pic149807.jpg,12,Hex-and-Counter* Simulation* Variable Phase Order,1446,Aviation / Flight* Modern Warfare* Wargame,3.4865
"		3847							",https://boardgamegeek.com/boardgame/2853/liftoff,2853,1,4,180,180,180,1989,6.88765,5.69632,170,//cf.geekdo-images.com/images/pic433501.jpg,12,Dice Rolling* Simultaneous Action Selection,319,Space Exploration,2.9268
"		3848							",https://boardgamegeek.com/boardgame/352/trumpet,352,2,6,45,45,45,1990,6.09829,5.69631,462,//cf.geekdo-images.com/images/pic122826.jpg,9,Trick-taking,842,Card Game,1.4737
"		3849							",https://boardgamegeek.com/boardgame/2211/proteus,2211,2,2,30,30,30,2001,6.59046,5.69624,192,//cf.geekdo-images.com/images/pic13750.jpg,8,Grid Movement* Variable Player Powers,462,Abstract Strategy* Dice,3.2308
"		3872							",https://boardgamegeek.com/boardgame/130006/kubb,130006,2,12,15,15,15,0,7.48136,5.69618,103,//cf.geekdo-images.com/images/pic1413126.png,3,none,245,Action / Dexterity,1.2857
"		3867							",https://boardgamegeek.com/boardgame/37589/clue-discover-secrets,37589,3,6,60,60,60,2008,6.10232,5.69612,712,//cf.geekdo-images.com/images/pic362306.jpg,9,Memory* Roll / Spin and Move,1485,Deduction* Memory* Murder/Mystery,1.8793
"		3860							",https://boardgamegeek.com/boardgame/135/kontor,135,2,4,60,60,60,1999,5.97242,5.69611,685,//cf.geekdo-images.com/images/pic239457.jpg,12,Area Control / Area Influence* Commodity Speculation* Tile Placement,1405,City Building* Nautical* Renaissance,2.2105
"		3852							",https://boardgamegeek.com/boardgame/1525/dixie-bull-run,1525,2,2,60,60,60,1994,6.24686,5.69605,334,//cf.geekdo-images.com/images/pic37262.jpg,12,Area Control / Area Influence* Area Movement* Dice Rolling* Hand Management* Secret Unit Deployment,628,American Civil War* Card Game* Collectible Components* Dice* Wargame,2.0455
"		3854							",https://boardgamegeek.com/boardgame/192351/world-monuments,192351,2,4,45,45,45,2016,6.45219,5.69602,252,//cf.geekdo-images.com/images/pic2894296.jpg,8,Set Collection* Worker Placement,705,Renaissance,1.4
"		3880							",https://boardgamegeek.com/boardgame/144728/adventure-time-card-wars-finn-vs-jake,144728,2,2,30,30,30,2014,6.24941,5.69561,602,//cf.geekdo-images.com/images/pic1919277.jpg,10,Hand Management,1660,Card Game* Humor* Movies / TV / Radio theme,1.7297
"		3864							",https://boardgamegeek.com/boardgame/137/pass-bomb,137,2,10,20,20,20,1994,5.90059,5.69554,929,//cf.geekdo-images.com/images/pic70432.jpg,12,Dice Rolling,1476,Electronic* Party Game* Real-time* Word Game,1.3333
"		3861							",https://boardgamegeek.com/boardgame/6627/scream-machine,6627,3,6,45,45,45,2003,6.03518,5.69552,517,//cf.geekdo-images.com/images/pic1193327.jpg,7,Action Point Allowance System* Card Drafting* Set Collection,563,Card Game,1.5429
"		3919							",https://boardgamegeek.com/boardgame/203740/age-thieves,203740,2,4,120,60,120,2016,7.26667,5.6955,138,//cf.geekdo-images.com/images/pic3195662.jpg,14,Action / Movement Programming* Action Point Allowance System* Simultaneous Action Selection* Variable Player Powers,228,Fantasy* Miniatures* Renaissance* Spies/Secret Agents,2.75
"		3887							",https://boardgamegeek.com/boardgame/4346/cedar-mountain-prelude-bull-run-august-9-1862,4346,2,2,360,360,360,1981,6.91226,5.69547,159,//cf.geekdo-images.com/images/pic2754815.jpg,12,Chit-Pull System* Dice Rolling* Hex-and-Counter,638,American Civil War* Wargame,3.0357
"		3878							",https://boardgamegeek.com/boardgame/168232/project-dreamscape,168232,1,4,30,30,30,2015,6.72588,5.69541,177,//cf.geekdo-images.com/images/pic2387886.png,10,Deck / Pool Building* Set Collection,489,Card Game* Science Fiction,1.75
"		3881							",https://boardgamegeek.com/boardgame/11432/harpoon-4,11432,2,8,150,150,150,1997,7.40254,5.6953,118,//cf.geekdo-images.com/images/pic338452.jpg,12,Dice Rolling* Paper-and-Pencil,378,Modern Warfare* Nautical* Wargame,4.32
"		3871							",https://boardgamegeek.com/boardgame/841/razzia,841,3,8,30,30,30,1992,6.3559,5.69524,273,//cf.geekdo-images.com/images/pic68503.jpg,12,Auction/Bidding* Simultaneous Action Selection,467,Bluffing* Card Game* Economic* Mafia* Negotiation,1.4286
"		3850							",https://boardgamegeek.com/boardgame/158982/blue-max-world-war-i-air-combat,158982,2,6,90,90,90,2014,6.7642,5.69489,195,//cf.geekdo-images.com/images/pic1840263.jpg,12,Grid Movement* Hex-and-Counter* Simultaneous Action Selection,712,Aviation / Flight* Wargame* World War I,2.3
"		3866							",https://boardgamegeek.com/boardgame/4839/berlin-85-enemy-gates,4839,2,2,180,180,180,1980,6.6287,5.69486,208,//cf.geekdo-images.com/images/pic64875.jpg,12,Dice Rolling* Hex-and-Counter* Simulation,671,Modern Warfare* Wargame,2.7812
"		3869							",https://boardgamegeek.com/boardgame/102681/21-mutinies-arrr-edition,102681,2,5,45,45,45,2013,6.77128,5.69462,187,//cf.geekdo-images.com/images/pic1040168.jpg,10,Hand Management* Variable Phase Order* Worker Placement,231,Economic* Pirates,2.4
"		3916							",https://boardgamegeek.com/boardgame/128011/extra-extra,128011,2,6,150,60,150,2015,6.79518,5.6946,164,//cf.geekdo-images.com/images/pic2387831.jpg,12,Auction/Bidding* Set Collection* Tile Placement* Worker Placement,401,Card Game,3.1429
"		3870							",https://boardgamegeek.com/boardgame/96/broadsides-and-boarding-parties,96,2,2,60,60,60,1982,6.1274,5.69456,493,//cf.geekdo-images.com/images/pic1021646.jpg,10,Action / Movement Programming* Dice Rolling* Hand Management* Point to Point Movement,830,Nautical* Pirates* Wargame,1.8182
"		3888							",https://boardgamegeek.com/boardgame/128137/damage-report,128137,2,6,45,45,45,2014,6.54467,5.69451,212,//cf.geekdo-images.com/images/pic1740401.png,10,Co-operative Play* Modular Board* Pick-up and Deliver* Simultaneous Action Selection* Variable Player Powers,522,Real-time* Science Fiction,2.6316
"		3873							",https://boardgamegeek.com/boardgame/4244/highway-reich-first-and-second-editions,4244,1,5,360,360,360,1976,6.97516,5.69448,153,//cf.geekdo-images.com/images/pic178465.jpg,12,Hex-and-Counter* Paper-and-Pencil,350,Wargame* World War II,4.4667
"		3874							",https://boardgamegeek.com/boardgame/2613/intruder,2613,1,2,30,30,30,1980,6.60143,5.69438,217,//cf.geekdo-images.com/images/pic69228.jpg,10,Co-operative Play* Hex-and-Counter* Roll / Spin and Move* Secret Unit Deployment* Simultaneous Action Selection,601,Horror* Science Fiction,1.8824
"		3859							",https://boardgamegeek.com/boardgame/58886/alba-longa,58886,2,5,90,90,90,2011,6.15786,5.69434,387,//cf.geekdo-images.com/images/pic1124914.jpg,12,Campaign / Battle Card Driven* Dice Rolling* Worker Placement,714,Ancient* City Building* Civilization* Dice* Economic,3.0571
"		3917							",https://boardgamegeek.com/boardgame/170669/old-school-tactical,170669,2,0,60,60,60,2016,8.22322,5.6943,87,//cf.geekdo-images.com/images/pic2361649.png,0,Dice Rolling* Hex-and-Counter,294,Wargame* World War II,2.5
"		3877							",https://boardgamegeek.com/boardgame/1371/mustangs,1371,2,4,90,90,90,1991,6.47906,5.69419,234,//cf.geekdo-images.com/images/pic806422.jpg,10,Hex-and-Counter* Simultaneous Action Selection,524,Aviation / Flight* Wargame* World War II,2.2692
